1a9n.json,2,"[5, 5]",2,"[13, 13]",0,[],0,[],0,[]
1b23.json,4,"[7, 3, 4, 5]",3,"[9, 9, 7]",0,[],0,[],1,[7]
1b7f.json,0,[],0,[],0,[],0,[],0,[]
1bmv.json,0,[],0,[],0,[],0,[],0,[]
1br3.json,1,[6],1,[6],0,[],0,[],0,[]
1c9s.json,0,[],0,[],0,[],0,[],0,[]
1csl.json,3,"[3, 2, 4]",0,[],1,[1],1,[5],0,[]
1cvj.json,0,[],0,[],0,[],0,[],0,[]
1d4r.json,4,"[4, 6, 6, 4]",0,[],0,[],3,"[4, 4, 8]",0,[]
1duq.json,12,"[4, 2, 4, 4, 2, 4, 4, 2, 4, 4, 2, 4]",0,[],4,"[1, 1, 1, 1]",4,"[5, 5, 5, 5]",0,[]
1e8o.json,4,"[5, 7, 2, 4]",3,"[6, 17, 8]",1,[2],0,[],2,"[4, 6]"
1ec6.json,2,"[4, 4]",2,"[12, 12]",0,[],0,[],0,[]
1egk.json,5,"[8, 10, 6, 8, 10]",2,"[3, 3]",2,"[1, 1]",0,[],2,"[2, 2]"
1et4.json,10,"[3, 2, 3, 2, 3, 2, 3, 2, 3, 2]",10,"[10, 6, 10, 6, 10, 6, 10, 6, 10, 6]",5,"[1, 1, 1, 1, 1]",5,"[7, 7, 7, 7, 7]",0,[]
1f1t.json,3,"[6, 2, 5]",1,[4],1,[3],1,[5],0,[]
1f27.json,2,"[5, 6]",1,[8],0,[],0,[],0,[]
1f7u.json,4,"[6, 3, 4, 5]",3,"[10, 7, 7]",0,[],0,[],1,[10]
1f8v.json,0,[],0,[],0,[],0,[],0,[]
1feu.json,4,"[2, 8, 2, 8]",0,[],0,[],2,"[14, 14]",0,[]
1fuf.json,3,"[5, 2, 5]",0,[],2,"[2, 2]",0,[],0,[]
1gtn.json,0,[],0,[],0,[],0,[],0,[]
1h4s.json,4,"[4, 4, 6, 5]",3,"[9, 5, 7]",0,[],0,[],1,[8]
1hmh.json,9,"[7, 4, 5, 7, 4, 5, 7, 4, 5]",3,"[4, 4, 4]",0,[],0,[],3,"[11, 11, 11]"
1hys.json,3,"[14, 2, 3]",0,[],2,"[1, 1]",1,[2],0,[]
1i6u.json,6,"[9, 2, 4, 9, 2, 4]",2,"[4, 4]",4,"[1, 1, 2, 2]",0,[],0,[]
1i9x.json,3,"[4, 4, 4]",0,[],2,"[1, 1]",0,[],0,[]
1il2.json,8,"[7, 3, 5, 5, 6, 3, 5, 5]",6,"[10, 7, 7, 10, 7, 7]",0,[],0,[],2,"[7, 7]"
1j1u.json,4,"[7, 4, 5, 5]",3,"[9, 7, 7]",0,[],0,[],1,[8]
1j2b.json,8,"[7, 3, 4, 5, 7, 3, 5, 3]",4,"[7, 7, 7, 8]",1,[1],2,"[3, 5]",1,[16]
1jbr.json,2,"[7, 7]",1,[4],0,[],2,"[11, 11]",0,[]
1kd5.json,2,"[3, 3]",0,[],0,[],1,[8],0,[]
1kfo.json,0,[],0,[],0,[],0,[],0,[]
1kog.json,16,"[6, 7, 6, 7, 5, 7, 6, 7, 6, 7, 6, 7, 6, 7, 6, 7]",8,"[7, 7, 7, 7, 7, 7, 7, 7]",0,[],8,"[4, 4, 4, 4, 4, 4, 4, 4]",0,[]
1kuq.json,5,"[4, 3, 3, 5, 3]",2,"[4, 4]",2,"[1, 2]",1,[5],1,[3]
1kxk.json,4,"[3, 5, 10, 5]",1,[4],2,"[2, 2]",1,[5],0,[]
1l2x.json,2,"[5, 3]",2,"[6, 13]",0,[],0,[],0,[]
1l9a.json,8,"[6, 7, 4, 5, 6, 5, 2, 3]",2,"[4, 4]",0,[],7,"[2, 2, 2, 4, 5, 8, 8]",0,[]
1lnt.json,2,"[4, 4]",0,[],0,[],1,[8],0,[]
1m5k.json,12,"[7, 4, 6, 5, 9, 3, 7, 4, 6, 5, 9, 6]",4,"[10, 10, 10, 4]",0,[],6,"[5, 5, 8, 8, 9, 9]",2,"[0, 0]"
1mhk.json,1,[6],0,[],0,[],0,[],0,[]
1mji.json,4,"[5, 4, 5, 4]",2,"[5, 5]",2,"[2, 2]",2,"[6, 6]",0,[]
1mzp.json,3,"[4, 5, 3]",1,[4],1,[9],2,"[2, 14]",0,[]
1n32.json,97,"[4, 3, 4, 5, 6, 2, 3, 3, 3, 2, 10, 3, 8, 2, 7, 5, 6, 4, 5, 4, 3, 3, 8, 4, 4, 5, 4, 3, 4, 4, 4, 5, 4, 5, 3, 5, 2, 3, 2, 4, 3, 7, 2, 8, 6, 3, 5, 7, 6, 2, 2, 6, 2, 4, 6, 10, 2, 3, 4, 2, 3, 7, 2, 5, 8, 2, 2, 7, 6, 7, 3, 2, 3, 2, 3, 6, 3, 3, 4, 7, 3, 5, 7, 3, 2, 4, 7, 7, 2, 4, 3, 13, 4, 3, 9, 4, 3]",34,"[9, 5, 4, 4, 3, 7, 4, 12, 4, 4, 4, 5, 16, 4, 5, 8, 4, 9, 3, 4, 4, 8, 4, 4, 4, 6, 5, 4, 4, 8, 10, 4, 4, 7]",22,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]",37,"[2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 10, 10, 11, 11, 12]",19,"[3, 5, 5, 6, 6, 7, 8, 10, 11, 13, 13, 14, 8, 9, 15, 4, 5, 13, 16]"
1nta.json,3,"[4, 3, 4]",0,[],4,"[1, 2, 4, 5]",0,[],0,[]
1nuv.json,8,"[4, 4, 4, 4, 4, 4, 4, 4]",0,[],0,[],4,"[6, 6, 6, 6]",0,[]
1ooa.json,4,"[5, 4, 5, 4]",2,"[4, 4]",0,[],2,"[7, 7]",0,[]
1p6v.json,3,"[7, 5, 7]",3,"[4, 7, 4]",0,[],0,[],0,[]
1q2r.json,2,"[6, 6]",2,"[7, 7]",0,[],0,[],0,[]
1q96.json,3,"[5, 5, 5]",3,"[4, 4, 4]",0,[],3,"[11, 11, 11]",0,[]
1qbp.json,6,"[6, 6, 6, 6, 6, 6]",0,[],0,[],3,"[4, 4, 4]",0,[]
1qc0.json,2,"[9, 19]",0,[],0,[],0,[],0,[]
1qcu.json,2,"[2, 4]",0,[],0,[],0,[],0,[]
1qtq.json,4,"[6, 3, 5, 5]",3,"[9, 7, 7]",0,[],0,[],1,[8]
1qvf.json,180,"[9, 2, 2, 6, 2, 3, 3, 2, 2, 6, 3, 3, 5, 5, 2, 5, 2, 3, 2, 4, 2, 6, 7, 4, 2, 3, 7, 5, 6, 2, 3, 10, 2, 4, 2, 5, 3, 6, 13, 3, 4, 2, 4, 4, 6, 2, 6, 9, 3, 7, 3, 2, 2, 3, 6, 5, 6, 3, 9, 2, 2, 2, 10, 3, 7, 3, 3, 6, 2, 3, 10, 5, 3, 3, 3, 2, 5, 8, 8, 2, 2, 6, 4, 4, 2, 6, 2, 2, 3, 2, 6, 2, 5, 8, 3, 8, 6, 6, 2, 5, 5, 3, 2, 3, 4, 8, 2, 5, 9, 7, 2, 2, 7, 3, 3, 3, 2, 5, 3, 4, 2, 5, 2, 5, 7, 3, 2, 4, 2, 4, 5, 8, 3, 4, 2, 6, 2, 7, 6, 2, 3, 9, 3, 5, 5, 3, 6, 2, 2, 3, 5, 3, 6, 3, 4, 3, 6, 4, 8, 5, 4, 5, 5, 3, 4, 4, 5, 3, 4, 4, 5, 6, 2, 6, 2, 4, 5, 6, 2, 3]",68,"[8, 21, 7, 3, 5, 6, 5, 5, 4, 6, 3, 7, 8, 7, 4, 5, 4, 8, 5, 4, 4, 4, 8, 5, 4, 5, 6, 9, 6, 7, 4, 7, 5, 5, 8, 5, 4, 3, 6, 7, 4, 5, 3, 9, 4, 6, 7, 13, 8, 4, 7, 20, 11, 6, 9, 4, 7, 7, 6, 7, 4, 4, 4, 13, 7, 4, 5, 4]",39,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 11]",66,"[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 12, 12]",37,"[3, 6, 6, 7, 7, 7, 8, 8, 8, 8, 9, 10, 10, 10, 11, 21, 0, 0, 2, 3, 5, 8, 8, 9, 10, 12, 13, 9, 10, 13, 15, 28, 8, 24, 24, 22, 10]"
1r3e.json,4,"[5, 5, 4, 5]",1,[7],2,"[3, 3]",0,[],0,[]
1r9f.json,1,[19],0,[],0,[],0,[],0,[]
1rna.json,1,[14],0,[],0,[],0,[],0,[]
1rpu.json,2,"[9, 9]",0,[],0,[],1,[2],0,[]
1s03.json,10,"[6, 2, 2, 2, 6, 6, 2, 2, 2, 6]",2,"[6, 6]",8,"[1, 1, 1, 1, 1, 1, 2, 2]",0,[],0,[]
1s0v.json,8,"[8, 8, 8, 8, 8, 8, 8, 8]",0,[],0,[],0,[],0,[]
1sdr.json,2,"[12, 12]",0,[],0,[],0,[],0,[]
1sds.json,0,[],0,[],0,[],0,[],0,[]
1ser.json,4,"[4, 3, 7, 5]",2,"[11, 7]",0,[],0,[],0,[]
1t0e.json,2,"[7, 6]",0,[],0,[],2,"[2, 3]",0,[]
1t0k.json,2,"[4, 5]",0,[],0,[],1,[9],0,[]
1tfw.json,4,"[10, 5, 4, 9]",0,[],0,[],1,[2],0,[]
1tfy.json,3,"[11, 11, 7]",0,[],0,[],0,[],0,[]
1u1y.json,4,"[3, 2, 2, 2]",2,"[4, 4]",0,[],2,"[3, 3]",0,[]
1u63.json,6,"[9, 4, 4, 9, 4, 4]",2,"[4, 4]",2,"[1, 1]",2,"[8, 8]",0,[]
1u6b.json,15,"[6, 3, 7, 2, 6, 6, 2, 6, 3, 8, 5, 4, 3, 2, 5]",4,"[4, 4, 10, 4]",3,"[1, 1, 2]",6,"[2, 3, 5, 5, 6, 7]",0,[]
1u9s.json,13,"[4, 5, 4, 2, 2, 3, 2, 3, 2, 6, 2, 3, 9]",4,"[5, 4, 7, 4]",6,"[1, 1, 2, 2, 2, 3]",2,"[2, 3]",2,"[0, 21]"
1un6.json,9,"[6, 2, 7, 2, 6, 2, 7, 2, 2]",4,"[4, 4, 4, 4]",0,[],4,"[2, 4, 9, 9]",2,"[4, 4]"
1wz2.json,10,"[7, 3, 5, 3, 5, 7, 3, 5, 3, 5]",8,"[13, 7, 4, 7, 13, 7, 4, 7]",0,[],0,[],2,"[7, 7]"
1xjr.json,4,"[7, 3, 2, 2]",1,[5],2,"[1, 2]",2,"[3, 4]",0,[]
1xnq.json,93,"[4, 3, 4, 5, 6, 2, 3, 3, 3, 2, 10, 3, 8, 2, 7, 5, 6, 4, 2, 4, 3, 3, 8, 4, 4, 5, 4, 3, 4, 5, 5, 3, 5, 2, 3, 2, 4, 3, 7, 2, 8, 6, 3, 5, 7, 6, 2, 2, 6, 2, 4, 6, 10, 2, 3, 4, 2, 3, 7, 2, 5, 8, 2, 2, 7, 7, 2, 3, 2, 3, 2, 3, 6, 3, 3, 4, 7, 3, 5, 7, 3, 2, 4, 7, 7, 2, 4, 3, 13, 4, 3, 9, 2]",34,"[9, 5, 4, 4, 3, 7, 4, 12, 4, 4, 6, 2, 16, 4, 5, 8, 4, 9, 3, 4, 4, 8, 4, 2, 4, 6, 5, 4, 4, 8, 9, 4, 4, 7]",22,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]",39,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 7, 7, 8, 8, 9, 10, 10, 10, 10, 11, 12, 18]",20,"[3, 5, 5, 6, 6, 7, 8, 10, 10, 11, 13, 14, 19, 8, 9, 15, 4, 5, 13, 39]"
1xnr.json,95,"[4, 3, 4, 5, 6, 2, 3, 3, 3, 2, 10, 3, 8, 2, 7, 5, 6, 4, 2, 4, 3, 3, 8, 4, 4, 5, 4, 3, 4, 5, 5, 3, 5, 2, 3, 2, 4, 3, 7, 2, 8, 6, 3, 5, 7, 6, 2, 2, 6, 2, 4, 6, 9, 2, 3, 4, 2, 3, 7, 2, 5, 8, 2, 2, 7, 4, 2, 6, 3, 2, 3, 2, 3, 6, 3, 3, 4, 7, 3, 5, 7, 3, 2, 4, 7, 7, 2, 4, 3, 13, 4, 3, 9, 2, 3]",33,"[9, 5, 4, 4, 3, 7, 4, 12, 4, 4, 22, 16, 4, 5, 8, 4, 9, 5, 4, 4, 8, 4, 2, 4, 6, 5, 4, 4, 8, 9, 4, 4, 7]",23,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]",36,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 6, 6, 6, 7, 7, 8, 8, 8, 9, 10, 10, 10, 10, 11, 12]",19,"[3, 5, 5, 6, 6, 7, 8, 10, 10, 11, 13, 14, 8, 9, 15, 47, 4, 5, 13]"
1xok.json,2,"[5, 4]",0,[],2,"[2, 2]",0,[],0,[]
1y27.json,4,"[7, 5, 2, 6]",3,"[7, 6, 7]",0,[],1,[2],2,"[5, 10]"
1yfg.json,4,"[7, 4, 5, 4]",3,"[7, 7, 7]",0,[],0,[],1,[8]
1yls.json,10,"[2, 2, 7, 4, 4, 2, 2, 7, 4, 4]",2,"[4, 4]",0,[],0,[],2,"[2, 2]"
1yyw.json,4,"[12, 12, 12, 12]",0,[],0,[],0,[],0,[]
1yz9.json,5,"[4, 4, 2, 4, 4]",0,[],0,[],2,"[2, 2]",0,[]
1yzd.json,1,[16],0,[],0,[],0,[],0,[]
1z7f.json,3,"[5, 4, 5]",0,[],0,[],2,"[2, 2]",0,[]
1zbh.json,2,"[6, 6]",2,"[4, 4]",0,[],0,[],0,[]
1zbi.json,1,[12],0,[],0,[],0,[],0,[]
1zci.json,6,"[7, 6, 7, 7, 6, 7]",4,"[9, 9, 9, 9]",0,[],0,[],2,"[6, 6]"
1zl3.json,1,[7],1,[7],0,[],0,[],0,[]
1zx7.json,8,"[6, 4, 6, 4, 6, 4, 6, 4]",0,[],0,[],8,"[2, 2, 2, 2, 3, 3, 3, 3]",0,[]
1zz5.json,4,"[6, 4, 6, 4]",0,[],0,[],4,"[2, 2, 3, 3]",0,[]
205d.json,2,"[5, 5]",0,[],0,[],1,[4],0,[]
255d.json,0,[],0,[],0,[],0,[],0,[]
280d.json,4,"[5, 5, 5, 5]",0,[],0,[],2,"[4, 4]",0,[]
283d.json,0,[],0,[],0,[],0,[],0,[]
2a43.json,2,"[4, 3]",2,"[6, 14]",0,[],0,[],0,[]
2ann.json,1,[3],1,[15],0,[],0,[],0,[]
2asb.json,0,[],0,[],0,[],0,[],0,[]
2atw.json,0,[],0,[],0,[],0,[],0,[]
2az0.json,1,[18],0,[],0,[],0,[],0,[]
2azx.json,9,"[7, 4, 5, 5, 2, 2, 4, 5, 5]",6,"[7, 7, 7, 7, 7, 7]",0,[],1,[2],2,"[8, 8]"
2b3j.json,3,"[4, 4, 4]",4,"[7, 7, 4, 7]",0,[],0,[],0,[]
2bh2.json,2,"[5, 5]",2,"[7, 7]",0,[],0,[],0,[]
2bx2.json,0,[],0,[],0,[],0,[],0,[]
2c0b.json,0,[],0,[],0,[],0,[],0,[]
2c4q.json,4,"[4, 2, 4, 2]",2,"[4, 4]",2,"[1, 1]",0,[],0,[]
2csx.json,10,"[3, 3, 4, 5, 5, 3, 3, 4, 4, 5]",6,"[9, 7, 7, 9, 9, 7]",0,[],2,"[2, 2]",2,"[8, 8]"
2czj.json,12,"[7, 4, 5, 7, 6, 5, 7, 4, 5, 7, 6, 5]",8,"[4, 7, 4, 7, 4, 7, 4, 7]",0,[],2,"[2, 2]",4,"[15, 15, 15, 15]"
2d6f.json,7,"[7, 6, 5, 7, 3, 6, 5]",6,"[12, 7, 7, 10, 7, 7]",0,[],0,[],2,"[5, 7]"
2der.json,7,"[4, 6, 5, 4, 4, 6, 5]",6,"[9, 7, 7, 9, 7, 7]",0,[],1,[2],2,"[5, 5]"
2dlc.json,3,"[7, 3, 5]",1,[7],0,[],0,[],0,[]
2ez6.json,3,"[11, 2, 11]",2,"[4, 4]",0,[],0,[],0,[]
2f8k.json,1,[5],1,[2],0,[],0,[],0,[]
2f8t.json,1,[24],0,[],0,[],0,[],0,[]
2g92.json,3,"[3, 4, 3]",0,[],0,[],2,"[2, 2]",0,[]
2gic.json,0,[],0,[],0,[],0,[],0,[]
2gje.json,0,[],0,[],0,[],0,[],0,[]
2gjw.json,6,"[5, 4, 4, 5, 4, 4]",0,[],2,"[3, 3]",0,[],0,[]
2gtt.json,0,[],0,[],0,[],0,[],0,[]
2h1m.json,3,"[5, 4, 5]",0,[],0,[],2,"[2, 2]",0,[]
2hvy.json,2,"[9, 7]",0,[],0,[],0,[],0,[]
